id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
73494,14400, 36 months,8.9,457.25,A,A5,United Parcel Service,8 years,RENT,75000.0,Not Verified,Jul-2013,credit_card,Plan For The Future,7.76,Jul-1997,7,0,17077,39.5,16,f,INDIVIDUAL,0.0,0,"098 Gray Lights Apt. 903
Jenniferborough, SD 05113"
73495,3125, 36 months,14.33,107.31,C,C2,UNited Health Services,6 years,MORTGAGE,33000.0,Verified,Aug-2013,debt_consolidation,Loan,25.42,Dec-1999,10,0,5034,74.0,27,f,INDIVIDUAL,6.0,0,"22170 Davis Estate
Pagechester, IN 11650"
73496,35000, 60 months,15.61,843.9,D,D1,Captain,7 years,MORTGAGE,168000.0,Verified,Sep-2014,major_purchase,Major purchase,13.98,Nov-2002,8,0,27122,43.7,44,w,INDIVIDUAL,3.0,0,"70790 Gonzales Island
Lake Georgeport, TN 22690"
73497,10000, 36 months,9.67,321.13,B,B1,Sales&Marketing Director,5 years,RENT,50000.0,Source Verified,Apr-2014,debt_consolidation,Debt consolidation,12.96,Nov-2001,4,0,9329,80.4,28,w,INDIVIDUAL,0.0,0,"PSC 4802, Box 2215
APO AA 05113"
73498,28000, 60 months,16.24,684.49,C,C5,Project  superindent,10+ years,MORTGAGE,96000.0,Verified,Dec-2013,debt_consolidation,Pay bills,31.43,May-2003,25,0,21511,35.4,50,w,INDIVIDUAL,3.0,0,"USS Hall
FPO AE 48052"
73499,10000, 36 months,7.39,310.56,A,A4,Clerk ,10+ years,MORTGAGE,60000.0,Source Verified,Mar-2016,home_improvement,Home improvement,26.94,Jul-1997,14,0,9308,29.2,39,w,INDIVIDUAL,3.0,0,"6846 Mitchell Mills
East Wendy, GA 70466"
73500,30000, 60 months,14.49,705.7,C,C4,Audit Supervisor,4 years,MORTGAGE,150000.0,Verified,Jul-2014,debt_consolidation,Debt consolidation,16.6,Dec-1998,17,0,111975,24.1,37,w,INDIVIDUAL,2.0,0,"7632 Melissa River Apt. 208
Lake Raymondchester, IN 30723"
73501,13500, 36 months,6.62,414.5,A,A2,Metcalfe county board of education ,5 years,MORTGAGE,41500.0,Source Verified,Sep-2012,debt_consolidation,Help teacher consolidate debt!,29.78,Jul-2000,20,0,11095,28.6,46,f,INDIVIDUAL,3.0,0,"5174 Benjamin Via
Woodsport, MA 70466"
73502,3000, 36 months,12.59,100.5,C,C2,Professor,10+ years,MORTGAGE,110000.0,Verified,Nov-2015,debt_consolidation,Debt consolidation,22.09,Apr-1998,13,1,15824,92.5,29,w,INDIVIDUAL,5.0,0,"3566 Wilson Well
North Douglas, NH 05113"
73503,4700, 36 months,6.62,144.31,A,A2,smetzalez medical management,7 years,RENT,26000.0,Source Verified,Apr-2012,other,power wheel,15.37,Mar-2000,9,0,807,10.9,24,f,INDIVIDUAL,0.0,0,"723 Hogan Plaza Suite 868
South Brenda, ND 00813"
73504,14075, 36 months,12.12,468.3,B,B3,State of Alaska,2 years,MORTGAGE,80000.0,Source Verified,May-2012,debt_consolidation,Debt consolidation,23.51,Jun-1999,13,0,29735,70.1,46,f,INDIVIDUAL,3.0,0,"56780 Scott Cape
Perezside, WI 29597"
73505,5000, 36 months,23.4,194.6,E,E5,A/C SHOP FOREMAN,10+ years,MORTGAGE,96000.0,Source Verified,Dec-2013,other,HOME REPAIR,22.73,Sep-1976,23,0,33453,79.3,55,f,INDIVIDUAL,7.0,0,"PSC 7366, Box 5608
APO AP 70466"
73506,10000, 36 months,13.99,341.73,C,C4,,,MORTGAGE,71232.0,Verified,Aug-2015,debt_consolidation,Debt consolidation,23.18,Jul-1993,18,0,29801,40.8,48,w,INDIVIDUAL,10.0,0,"PSC 1917, Box 0866
APO AE 29597"
73507,20000, 36 months,13.11,674.94,B,B4,US Army,10+ years,MORTGAGE,84608.0,Source Verified,Aug-2012,debt_consolidation,Bill consolidation,17.74,Apr-1994,10,0,36309,97.9,28,f,INDIVIDUAL,6.0,0,"57581 Jodi Fords Suite 589
Barnettborough, CT 48052"
73508,9000, 36 months,9.76,289.4,B,B3,Loan Officer,10+ years,MORTGAGE,150000.0,Source Verified,Dec-2015,other,Other,7.87,Jun-1993,6,0,28653,97.1,38,w,INDIVIDUAL,15.0,0,"848 Cassandra Island Suite 183
New Stephanie, RI 00813"
73509,6000, 36 months,16.29,211.81,C,C5,Shift Digital,1 year,MORTGAGE,115000.0,Verified,Jul-2012,debt_consolidation,MyLoan,6.66,Dec-1992,9,0,5696,82.6,15,f,INDIVIDUAL,2.0,0,"71678 Werner Burgs
Jessicaburgh, NH 22690"
73510,10000, 36 months,10.99,327.34,B,B2,plant operator,10+ years,RENT,45000.0,Not Verified,Jan-2014,debt_consolidation,Debt consolidation,11.39,Nov-2002,9,0,6030,40.7,23,w,INDIVIDUAL,0.0,0,"032 Kyle Ports
Jesusberg, NC 05113"
73511,2500, 36 months,12.29,83.39,C,C1,Commander,10+ years,MORTGAGE,70000.0,Not Verified,Oct-2015,other,Other,34.27,Oct-2002,12,0,9537,47.2,27,f,INDIVIDUAL,1.0,0,"492 Donald Stravenue Suite 438
West Danny, MA 29597"
73512,4075, 36 months,18.92,149.21,D,D4,lpn,5 years,RENT,60000.0,Not Verified,Feb-2014,other,Other,15.56,Dec-2003,8,0,4183,76.1,21,f,INDIVIDUAL,0.0,0,"04078 Daniel Coves Suite 102
South Denisefort, SC 70466"
73513,19200, 36 months,14.65,662.29,C,C5,Safety Manager,5 years,MORTGAGE,75000.0,Verified,Oct-2015,debt_consolidation,Debt consolidation,15.09,Jul-2005,13,0,18169,56.6,20,f,INDIVIDUAL,1.0,0,"4759 Kimberly Neck
New Vanessa, NV 86630"
73514,6000, 36 months,8.9,190.52,A,A5,Senior Underwriter,2 years,MORTGAGE,95000.0,Source Verified,Dec-2013,debt_consolidation,Credit Card Consolidation,3.55,Dec-2000,10,1,11063,43.2,18,w,INDIVIDUAL,2.0,1,"PSC 0365, Box 1681
APO AP 05113"
73515,5000, 36 months,14.09,171.11,B,B5,CHARLESTOWN COMMUNITY INC.,< 1 year,RENT,52000.0,Not Verified,Jan-2013,credit_card,CC,5.95,Sep-2003,5,0,7523,88.5,10,f,INDIVIDUAL,0.0,0,"86896 Woods Harbors
Erinmouth, MO 22690"
73516,5600, 36 months,13.11,188.99,B,B4,Berkshire-McCann,10+ years,RENT,78000.0,Not Verified,May-2012,debt_consolidation,NoMoreCards,10.05,Oct-1987,11,0,21079,71.4,19,f,INDIVIDUAL,0.0,0,"12284 Brittany Ramp Suite 191
Rhondaton, PA 00813"
73517,10000, 36 months,14.16,342.56,C,C2,,,MORTGAGE,25000.0,Verified,Mar-2014,credit_card,Credit card refinancing,17.09,May-1999,10,0,10650,44.2,17,f,INDIVIDUAL,2.0,0,"02976 Steven Heights Apt. 347
Jimenezburgh, MI 70466"
73518,8725, 36 months,7.9,273.01,A,A4,SAIC,2 years,MORTGAGE,70000.0,Not Verified,May-2012,debt_consolidation,Consolidation,18.46,Sep-1994,10,0,27011,71.5,44,f,INDIVIDUAL,7.0,0,"00949 Conrad Ways
Christopherstad, SD 48052"
73519,22075, 36 months,16.29,779.26,D,D1,Pvt Aid,3 years,RENT,48000.0,Not Verified,Apr-2016,credit_card,Credit card refinancing,18.88,Oct-2003,10,0,14025,78.4,14,f,INDIVIDUAL,0.0,0,"402 Johnston Trail Apt. 973
North Margaret, KS 48052"
73520,24000, 60 months,9.25,501.12,A,A5,Minister of Evangelism,10+ years,MORTGAGE,73500.0,Source Verified,Oct-2013,debt_consolidation,Debt consolidation,9.24,Sep-1972,6,0,9952,18.7,23,f,INDIVIDUAL,9.0,0,"54891 Dixon Lane
Port Anita, FL 30723"
73521,3500, 36 months,16.49,123.9,D,D3,Settlement analyst,10+ years,MORTGAGE,45000.0,Not Verified,Feb-2015,other,Other,28.99,Sep-2002,6,0,7501,65.8,23,w,INDIVIDUAL,4.0,0,"95828 Lowe Harbor Suite 928
Sullivantown, MI 00813"
73522,1000, 36 months,19.24,36.78,E,E2,Network Engineer,3 years,MORTGAGE,55000.0,Source Verified,Nov-2014,medical,Medical expenses,5.7,Oct-1993,6,2,6106,65.7,7,f,INDIVIDUAL,0.0,0,"697 Teresa Route Apt. 198
Port Mary, MN 86630"
73523,2500, 36 months,12.84,84.05,C,C2,Silver Lining Investment Properties LLC,2 years,RENT,29000.0,Not Verified,Jun-2009,house,Property Downpayment Help,17.17,May-2001,6,1,1687,39.2,11,f,INDIVIDUAL,,0,"3277 Melissa Rapids Apt. 518
Andrewtown, IN 30723"
73524,17000, 36 months,12.99,572.72,B,B4,Principal Systems Engineer,4 years,RENT,135000.0,Not Verified,Nov-2013,debt_consolidation,Lending Club Debt Consol,9.9,Oct-1993,5,0,11647,78.7,18,f,INDIVIDUAL,2.0,0,"USNV Martin
FPO AP 70466"
73525,4000, 36 months,18.25,145.12,D,D2,nypd,10+ years,RENT,85000.0,Not Verified,Jul-2013,home_improvement,Quick fix,9.08,Oct-2006,9,0,6510,62.0,13,w,INDIVIDUAL,0.0,0,"4829 Johnson Plaza
Sarahberg, GA 70466"
73526,8400, 36 months,17.27,300.62,C,C5,mercedes benz of miami,7 years,OWN,110000.0,Verified,Jun-2013,car,motorcycle loan,12.5,Nov-2004,7,0,9497,37.6,17,w,INDIVIDUAL,1.0,0,"957 William Trail
North Timothy, KS 00813"
73527,35000, 36 months,13.99,1196.05,C,C4,Executive Petty Officer,10+ years,RENT,87000.0,Verified,Jun-2015,debt_consolidation,Debt consolidation,22.52,Dec-2004,7,0,18516,71.8,36,w,INDIVIDUAL,0.0,0,"308 Matthew Mount
Donaldchester, OR 70466"
73528,35000, 36 months,13.98,1195.88,C,C3,x-ray technologist,8 years,MORTGAGE,80000.0,Verified,Oct-2014,debt_consolidation,Debt consolidation,15.17,Apr-1999,9,0,13488,55.5,24,w,INDIVIDUAL,3.0,0,"111 Laura Oval Apt. 409
Karenberg, NV 00813"
73529,11500, 36 months,13.99,392.99,C,C4,Supervising Librarian,10+ years,RENT,73000.0,Source Verified,Apr-2015,debt_consolidation,Debt consolidation,19.35,Feb-1997,10,0,7040,56.3,30,f,INDIVIDUAL,0.0,0,"57133 Duncan Pike
West Tamara, MA 22690"
73530,7600, 36 months,13.99,259.72,C,C4,Warehouse Manager,6 years,RENT,37000.0,Source Verified,Aug-2015,debt_consolidation,Debt consolidation,38.14,Aug-2002,14,1,8529,53.6,21,w,INDIVIDUAL,0.0,1,"6162 Joseph Mission Apt. 580
North Kathrynland, AZ 70466"
73531,8400, 36 months,13.11,283.48,B,B4,Schlumberger,5 years,MORTGAGE,73000.0,Source Verified,Apr-2013,home_improvement,Home improvement,5.13,Aug-2000,10,0,3074,17.7,21,f,INDIVIDUAL,1.0,0,"446 Tucker Throughway
Lake Vickifurt, FL 22690"
73532,3000, 36 months,17.57,107.82,D,D4,Special Education Coordinator,9 years,RENT,80000.0,Not Verified,May-2014,other,Other,14.61,Oct-1998,7,0,3955,42.5,63,w,INDIVIDUAL,0.0,0,"48893 Munoz Orchard Suite 309
Lake Karenshire, IL 22690"
73533,20000, 60 months,9.25,417.6,A,A5,maintenance tech,3 years,MORTGAGE,60000.0,Verified,Oct-2013,debt_consolidation,debt consolidation,22.62,Aug-1997,12,0,8948,18.5,17,f,INDIVIDUAL,1.0,0,"60762 Daniels Rapids
Melissaborough, KY 22690"
73534,15000, 36 months,9.17,478.19,B,B1,security,10+ years,MORTGAGE,65000.0,Source Verified,Jun-2014,debt_consolidation,Debt consolidation,4.23,Sep-1998,12,0,4391,11.1,28,f,INDIVIDUAL,2.0,0,"4180 Karen Turnpike Suite 459
Davisport, MN 00813"
73535,3150, 36 months,13.33,106.64,C,C3,Operations Center Operator,4 years,OWN,62000.0,Not Verified,Jul-2015,credit_card,Credit card refinancing,1.64,Aug-2007,6,1,1274,7.9,11,f,INDIVIDUAL,0.0,0,"5087 Mary Summit
Lake Austinbury, RI 05113"
73536,7800, 36 months,7.14,241.35,A,A3,Ballet Jewels,2 years,RENT,43000.0,Not Verified,Aug-2010,debt_consolidation,Refinancing my Credit Card Debt,13.34,Oct-1996,10,0,10093,30.1,27,f,INDIVIDUAL,,0,"1076 Anthony Estates
Port Michaelport, MS 30723"
73537,19200, 36 months,6.68,590.04,A,A3,Director,10+ years,OWN,135000.0,Source Verified,Feb-2015,credit_card,Credit card refinancing,16.21,Jan-1999,6,0,11687,69.6,14,w,INDIVIDUAL,2.0,0,"5877 Patrick Circle
Port Kevinchester, ID 05113"
73538,24000, 60 months,10.65,517.64,B,B2,Rawhide Electric,5 years,MORTGAGE,42000.0,Source Verified,Oct-2011,debt_consolidation,Debt Consolidation Loan,8.94,Nov-1998,7,0,10866,57.2,26,f,INDIVIDUAL,,0,"USS Vang
FPO AP 93700"
73539,10000, 60 months,12.39,224.43,C,C1,IT TECH,6 years,MORTGAGE,58000.0,Source Verified,Feb-2015,debt_consolidation,Debt consolidation,4.39,May-2004,4,0,4803,34.6,15,w,INDIVIDUAL,2.0,0,"329 Medina Fort Apt. 347
Kelleychester, GA 00813"
73540,20000, 36 months,6.03,608.72,A,A1,Blair & Company,10+ years,MORTGAGE,85000.0,Verified,Jun-2013,debt_consolidation,consolidation loan,11.23,Jul-1985,14,0,22992,35.1,30,f,INDIVIDUAL,4.0,0,"3194 Kathryn Bypass Suite 734
Lake Juan, AR 29597"
73541,16000, 36 months,11.99,531.36,C,C1,Tax Consultant,3 years,RENT,112000.0,Not Verified,Mar-2016,credit_card,Credit card refinancing,20.29,May-2004,22,0,24163,71.1,32,w,INDIVIDUAL,1.0,0,"48551 Shannon Passage
Thomasmouth, VT 30723"
73542,5250, 36 months,22.99,203.2,F,F2,,5 years,OWN,85000.0,Source Verified,Dec-2015,moving,Moving and relocation,9.85,Jan-2012,11,0,9899,38.2,13,w,INDIVIDUAL,0.0,0,"15400 Stevenson Burg Suite 210
Cruzton, IL 70466"
73543,18550, 60 months,15.88,449.92,C,C4,Time Warner Cable,7 years,MORTGAGE,85000.0,Source Verified,Aug-2013,debt_consolidation,Debt consolidation,10.5,Mar-2001,13,0,17871,74.8,35,f,INDIVIDUAL,4.0,0,"1900 Jeremy Stravenue Apt. 010
South Caseyville, AZ 86630"
73544,20000, 36 months,14.65,689.89,C,C2,U.S. Air Force,10+ years,RENT,43500.0,Verified,Feb-2012,debt_consolidation,Debt Consolidation,15.14,Nov-1995,12,0,10008,49.3,24,f,INDIVIDUAL,,0,"470 Dan Parkways
Johnsonland, AK 86630"
73545,13500, 60 months,16.29,330.38,D,D2,Traffic control supervisor,1 year,MORTGAGE,52000.0,Not Verified,Jul-2014,debt_consolidation,Debt consolidation,23.72,Nov-1993,13,0,13698,78.7,21,w,INDIVIDUAL,5.0,0,"189 Levi Spur Suite 747
Jessicaburgh, AL 22690"
73546,10000, 36 months,10.78,326.35,B,B4,HR Assistant/Payroll,10+ years,RENT,40000.0,Verified,Jan-2016,debt_consolidation,Debt consolidation,21.54,Nov-2004,13,0,13637,44.1,20,f,INDIVIDUAL,3.0,0,"56222 Logan Greens
North Scott, TX 48052"
73547,18550, 36 months,12.99,624.94,B,B4,StateFarm  Insurance Co,10+ years,OWN,42000.0,Not Verified,Sep-2013,debt_consolidation,"payoff cards, loan, and Xmas",28.46,Feb-2006,9,0,6063,43.0,25,f,INDIVIDUAL,0.0,0,"28082 Todd Dale
Allenbury, LA 70466"
73548,8000, 36 months,8.9,254.03,A,A5,Scaffolding,< 1 year,RENT,52000.0,Source Verified,Dec-2013,debt_consolidation,Debt Free,17.06,Aug-2001,8,0,12474,83.7,15,f,INDIVIDUAL,0.0,0,"5954 Collins Harbor Suite 270
North Kristen, MN 48052"
73549,10000, 36 months,13.05,337.19,B,B5,"Luther Law Firm, PLC",< 1 year,RENT,60000.0,Verified,Jul-2013,credit_card,Credit Card Consolidation,23.6,Aug-2003,15,0,11217,49.4,19,w,INDIVIDUAL,0.0,0,"3604 Dennis Springs Apt. 984
Scottland, WA 29597"
73550,5500, 36 months,10.16,177.89,B,B1,Spreme Graphics,10+ years,MORTGAGE,65000.0,Source Verified,Mar-2013,debt_consolidation,Debt Control Now,15.91,Mar-1987,11,0,901,8.2,19,w,INDIVIDUAL,5.0,0,"5285 Alison Spur
Matthewview, NM 29597"
73551,17925, 36 months,17.57,644.18,D,D4,Custodian/Groundskeeper,2 years,RENT,56000.0,Source Verified,May-2015,debt_consolidation,Debt consolidation,30.71,Feb-2010,10,0,1081,38.6,14,f,INDIVIDUAL,0.0,0,"814 Sullivan Ramp Suite 755
Lake Mike, RI 70466"
73552,19500, 60 months,13.35,447.19,C,C2,Commercial Loan Officer,1 year,MORTGAGE,71400.0,Source Verified,Jun-2014,debt_consolidation,Debt consolidation,26.18,Aug-2002,20,0,20601,47.5,34,w,INDIVIDUAL,4.0,0,"748 Collier Falls
Williamhaven, MD 05113"
73553,12000, 36 months,7.9,375.49,A,A4,"mobile countyhealth deptt,",10+ years,MORTGAGE,49000.0,Source Verified,Jun-2013,debt_consolidation,Debt consolidation,14.69,Aug-1987,7,0,9563,46.2,25,w,INDIVIDUAL,2.0,0,"35994 Aguilar Ranch
Tommychester, ME 93700"
73554,6000, 36 months,9.67,192.68,B,B1,Service mech,10+ years,MORTGAGE,95000.0,Not Verified,Apr-2014,home_improvement,Home improvement,7.59,Jun-1996,5,0,4069,49.0,14,f,INDIVIDUAL,4.0,0,"6489 Harmon Park
West Loganbury, DC 48052"
73555,15000, 36 months,12.35,500.73,B,B4,NYS,10+ years,MORTGAGE,175000.0,Source Verified,Aug-2013,credit_card,Credit card fin loan,9.56,Oct-1990,9,0,15661,79.5,18,f,INDIVIDUAL,2.0,0,"371 Alfred Ramp
Port Randyville, OH 30723"
73556,9000, 36 months,10.99,294.61,B,B2,Fab shop manager,< 1 year,OWN,32000.0,Not Verified,Mar-2014,debt_consolidation,Debt consolidation,27.34,Mar-2007,6,0,7955,66.8,7,f,INDIVIDUAL,0.0,0,"2968 Christopher Place Apt. 945
Ericatown, MO 00813"
73557,13425, 36 months,15.61,469.41,D,D1,line assembler ,10+ years,OWN,28000.0,Not Verified,Aug-2015,home_improvement,Home improvement,37.89,Oct-1993,11,1,9220,25.4,27,f,INDIVIDUAL,4.0,1,"2280 Brooke Drive
Port Jamie, MI 48052"
73558,15000, 36 months,9.76,482.32,B,B3,Truck Driver,10+ years,RENT,70000.0,Source Verified,Dec-2015,debt_consolidation,Debt consolidation,4.94,Jan-2004,5,0,11761,79.5,14,f,INDIVIDUAL,3.0,0,"573 Kevin Street
Port Aaronborough, SC 11650"
73559,20675, 36 months,14.65,713.17,C,C2,HP,2 years,MORTGAGE,57400.0,Verified,Mar-2012,small_business,Loan 1 Initial,10.08,Jul-1994,10,0,1535,8.3,30,f,INDIVIDUAL,,0,"9417 Gomez Mountains Apt. 144
East Heatherberg, IN 29597"
73560,12800, 36 months,13.98,437.35,C,C1,Outside Sales,5 years,RENT,65000.0,Verified,Dec-2013,debt_consolidation,Consolidation Loan,9.75,Apr-2005,5,2,4263,76.9,9,w,INDIVIDUAL,0.0,0,"54626 Larry Square Suite 030
West Daniel, VT 30723"
73561,10000, 36 months,8.39,315.17,A,A5,Accounts Payable,1 year,RENT,32640.0,Not Verified,Jul-2014,debt_consolidation,Debt consolidation,22.89,Jan-2008,8,0,10740,50.9,13,w,INDIVIDUAL,0.0,0,"16724 James Forest
East William, DE 05113"
73562,6000, 36 months,12.39,200.41,C,C1,Accounting,5 years,RENT,52000.0,Source Verified,Nov-2014,debt_consolidation,Debt consolidation,20.49,Sep-2002,15,2,7094,51.8,28,f,INDIVIDUAL,0.0,1,"464 Johnny Turnpike
South Ryan, CO 48052"
73563,18000, 36 months,7.9,563.23,A,A4,Boeing Aircraft,10+ years,MORTGAGE,100000.0,Verified,Dec-2012,credit_card,Credit card refinancing,9.76,Mar-2002,7,0,14987,77.9,20,f,INDIVIDUAL,4.0,0,"4599 Wang River
Port Patriciaport, VT 29597"
73564,20000, 36 months,7.9,625.81,A,A4,Digital Marketing Manager,4 years,RENT,92000.0,Source Verified,Dec-2013,debt_consolidation,Debt consolidation,13.12,Jan-1999,10,0,22606,73.6,25,f,INDIVIDUAL,1.0,0,"605 Mendez Knoll
Zacharytown, UT 22690"
73565,15500, 36 months,11.67,512.39,B,B4,Production Manager,5 years,RENT,74000.0,Not Verified,Jul-2014,debt_consolidation,Debt consolidation,20.53,Nov-2002,13,0,13549,90.9,32,f,INDIVIDUAL,0.0,0,"92848 Kevin Fields Suite 066
Port Thomas, AR 00813"
73566,17475, 60 months,19.05,453.8,D,D4,"R.W. Harden & Associates, Inc.",5 years,MORTGAGE,45000.0,Verified,Aug-2012,debt_consolidation,Credit Card & Medical Bill Elimination,17.75,Oct-2000,9,0,11525,81.7,24,f,INDIVIDUAL,1.0,0,"739 Buckley Islands Apt. 838
Stefaniechester, KS 48052"
73567,14400, 36 months,18.85,526.76,D,D3,Munoz and Munoz,< 1 year,RENT,50000.0,Source Verified,Sep-2013,debt_consolidation,Credit Consolidation,12.53,Nov-2000,9,0,11776,79.0,36,f,INDIVIDUAL,0.0,0,"837 Sarah Lodge Suite 806
Jonestown, IA 70466"
73568,10000, 36 months,11.99,332.1,B,B3,utility locator,10+ years,OWN,29000.0,Source Verified,Apr-2014,debt_consolidation,Debt consolidation,24.79,Aug-1998,12,0,9805,73.7,33,w,INDIVIDUAL,1.0,0,"04326 Richmond Pines
Stephaniechester, MD 22690"
73569,20450, 36 months,17.57,734.92,D,D4,Area Manager,10+ years,MORTGAGE,68357.14,Source Verified,Apr-2015,debt_consolidation,Debt consolidation,35.17,Mar-2002,11,0,7283,85.7,30,f,INDIVIDUAL,3.0,0,"13198 Valerie Well Apt. 108
Sanchezview, ID 05113"
73570,19300, 60 months,25.8,575.57,G,G1,Machine Zone,1 year,RENT,122500.0,Verified,Jul-2013,debt_consolidation,Consolidate and kill my debt,9.83,Nov-2000,7,0,10095,77.7,40,f,INDIVIDUAL,0.0,0,"083 Christine Overpass
Wendyton, MD 05113"
73571,8150, 36 months,7.62,253.97,A,A3,Jos. A. Bank,6 years,RENT,21000.0,Verified,Jun-2012,major_purchase,2004 Keystone camper,29.37,Nov-2002,20,0,259,1.3,21,f,INDIVIDUAL,0.0,0,"26434 Wright Fork Apt. 402
Jordanland, SC 05113"
73572,19500, 36 months,11.53,643.32,B,B5,Law Librarian,1 year,RENT,84000.0,Not Verified,Feb-2015,debt_consolidation,Debt consolidation,23.91,Sep-2004,10,0,19447,91.3,12,w,INDIVIDUAL,0.0,0,"0631 Olsen Plains
New Amy, AL 48052"
73573,11500, 36 months,13.68,391.26,C,C1,UnitedWay,1 year,MORTGAGE,50000.0,Not Verified,Jul-2013,home_improvement,HappyHome,18.24,Dec-1991,4,0,7266,84.5,19,w,INDIVIDUAL,3.0,0,"376 Cook Unions Apt. 839
Hicksborough, IA 93700"
73574,5375, 36 months,19.05,197.17,D,D4,Kantar Media,< 1 year,RENT,26304.0,Verified,Mar-2013,other,Personal Loan 1,32.25,Oct-2007,19,0,1397,43.7,25,f,INDIVIDUAL,0.0,0,"2094 Theresa Forest Suite 131
New Adam, MA 22690"
73575,5100, 36 months,15.8,178.8,C,C3,"Coach, Inc.",2 years,RENT,46350.0,Not Verified,Nov-2012,debt_consolidation,Debt Consolidation Loan,13.59,Jan-2001,12,0,5210,59.2,29,f,INDIVIDUAL,0.0,0,"USNS Wells
FPO AE 48052"
73576,27200, 60 months,25.83,811.65,G,G2,Mechanical Development Engineer,2 years,RENT,80000.0,Source Verified,Jun-2014,debt_consolidation,Debt consolidation,26.28,Sep-1996,12,0,41866,86.1,20,w,INDIVIDUAL,0.0,0,"6337 Richardson Trail
Lake Cynthia, SC 22690"
73577,21725, 60 months,19.52,569.8,D,D4,Sierra View Distrct Hospital,< 1 year,MORTGAGE,49400.0,Verified,Sep-2013,debt_consolidation,Credit Card consolidation and pay off,22.57,Nov-2001,15,0,14284,67.4,28,f,INDIVIDUAL,1.0,0,"524 Davis Pine Apt. 865
East Jennifer, ID 11650"
73578,6675, 36 months,14.49,229.73,C,C4,Sr Financial Services Officer,7 years,MORTGAGE,40000.0,Verified,Jul-2014,debt_consolidation,Debt consolidation,21.99,Sep-2005,20,0,5581,15.6,42,w,INDIVIDUAL,1.0,0,"USS Cardenas
FPO AP 22690"
73579,1000, 36 months,12.29,33.36,C,C1,Executive Assistant,< 1 year,RENT,36000.0,Source Verified,Oct-2015,debt_consolidation,Debt consolidation,23.2,Jun-2005,10,0,1622,21.6,22,w,INDIVIDUAL,0.0,0,"3550 Powell Locks
East Anthony, MN 29597"
73580,4000, 36 months,19.72,148.09,D,D5,roberts business machines,10+ years,RENT,38000.0,Not Verified,Apr-2013,credit_card,2pay credit card,21.92,Dec-1996,7,0,5380,64.0,14,f,INDIVIDUAL,1.0,0,"124 Rollins Freeway Apt. 065
Duranview, IL 29597"
73581,30000, 60 months,14.65,708.2,C,C2,North Alabama Conference,9 years,MORTGAGE,124886.0,Verified,Jun-2012,debt_consolidation,Debt Reduction Acceleration,22.52,May-1992,5,0,101632,82.3,27,f,INDIVIDUAL,6.0,0,"9982 Ortiz Vista
New Karenstad, VT 29597"
73582,3000, 36 months,12.99,101.07,C,C2,Program Assistant,7 years,RENT,18000.0,Source Verified,May-2016,debt_consolidation,Debt consolidation,18.93,Jul-2003,2,0,1556,35.4,5,w,INDIVIDUAL,0.0,0,"50899 Garza Rue
South Anthonyside, NY 22690"
73583,10000, 36 months,9.67,321.13,B,B1,Director Of Software Architecture,1 year,MORTGAGE,136000.0,Verified,Nov-2013,credit_card,Credit Card Payoff,17.3,Feb-1999,16,0,31031,52.1,35,w,INDIVIDUAL,6.0,0,"767 Meyer Crest Suite 547
Lake Jasonborough, NM 30723"
73584,4075, 36 months,14.99,141.25,C,C5,Mobile route technician ,< 1 year,RENT,75500.0,Not Verified,Jul-2014,debt_consolidation,Debt consolidation,12.02,May-1994,6,1,2591,50.8,16,w,INDIVIDUAL,0.0,1,"7410 Timothy Inlet Apt. 686
Lake Robertfort, WI 48052"
73585,18000, 36 months,11.67,595.03,B,B4,Inventory Control,10+ years,RENT,47000.0,Source Verified,Jul-2014,debt_consolidation,Debt consolidation,26.02,Aug-2002,5,0,10281,80.3,26,w,INDIVIDUAL,2.0,0,"220 Jacobs Tunnel Suite 536
Mccannville, GA 70466"
73586,18225, 60 months,15.1,434.53,C,C2,Bookkeeper,10+ years,RENT,42000.0,Verified,Nov-2013,debt_consolidation,Debt consolidation,21.69,May-1986,19,0,25991,42.5,39,f,INDIVIDUAL,4.0,0,"163 James Junctions
Ericshire, DE 11650"
73587,2500, 36 months,11.99,83.03,C,C1,Sales Associate,1 year,RENT,16400.0,Not Verified,Mar-2016,credit_card,,10.54,Mar-2001,5,0,3498,38.0,22,w,INDIVIDUAL,0.0,0,"6945 Franco Lodge
Kerrybury, ID 30723"
73588,24000, 60 months,15.59,578.42,D,D1,Deputy Sheriff,10+ years,RENT,90000.0,Source Verified,Jan-2015,debt_consolidation,Debt consolidation,29.62,Feb-1998,18,1,10526,49.9,56,w,INDIVIDUAL,6.0,1,"29577 Cooper Common
East Emily, CA 29597"
73589,26975, 60 months,25.83,804.94,G,G2,Accounting Manager,1 year,MORTGAGE,54000.0,Verified,Sep-2014,debt_consolidation,Debt consolidation,24.24,Jun-2003,15,0,32810,92.9,32,w,INDIVIDUAL,1.0,0,"3875 Susan Ford Suite 159
South Valerie, TN 70466"
